clip_id,final_x_offset,final_y_offset,scenario
edce97ea-3707-4902-b6b8-2391c2ce79f2,0.720,-0.000,Keep Lane / Straight
1c7a4e2e-ae09-4ae5-b864-159d1c5ad2d6,48.470,-0.075,Keep Lane / Straight
ae3dc55c-beb6-4eea-9f95-f1ed6afe47c7,187.120,1.836,Keep Lane / Straight
943e3c58-e4a0-4380-a48c-ad37295c71c7,168.240,-1.062,Keep Lane / Straight
c7dedc21-6330-4bce-99da-50d3f67e84e9,83.059,22.839,Turn Left / Lane Change Left
9f1169df-2cf1-47d9-a5db-99069418f1ea,115.109,-0.594,Keep Lane / Straight
8747ff81-4cf9-4964-937b-8fc3deb0c705,60.412,-11.689,Turn Right / Lane Change Right
1e8e642a-62c5-492e-b90c-07188655e0dd,40.801,-1.313,Keep Lane / Straight
7828b612-0cbc-4fa0-9beb-f1c0d509525f,0.000,0.000,Keep Lane / Straight
d1fce42f-3b6c-4d26-a8ef-bdc1f934973c,80.905,-0.075,Keep Lane / Straight
bf98624e-ef11-4186-8fa1-4b620c5f4ea2,51.731,1.695,Keep Lane / Straight
6817504d-ed6d-4e22-bedb-3b0b1ebf1f84,47.083,1.785,Keep Lane / Straight
97296057-7f63-451e-ac1e-9ef9abfd70ef,102.483,-0.281,Keep Lane / Straight
acd07065-6928-42f7-aee7-6e5f9ec47e85,49.014,1.035,Keep Lane / Straight
cc3a08b1-f241-48dc-a513-2990067e9c48,72.476,-0.280,Keep Lane / Straight
f8eb20bd-ac51-45d1-90e2-27affb62260d,189.162,17.998,Turn Left / Lane Change Left
b0ca4544-8fc2-42a9-b0a6-0e480ff236f9,93.975,-0.699,Keep Lane / Straight
601790e0-3bd4-4455-9715-e264d2cc751f,61.182,8.776,Turn Left / Lane Change Left
65d1f02b-8e01-492e-b7b2-6e40579c3a90,100.567,-22.678,Turn Right / Lane Change Right
94861e96-9c48-47bc-98d8-df241fd9a067,58.376,9.189,Turn Left / Lane Change Left
fd5409e1-e0e5-46a4-89fe-6a46664c38ce,25.099,0.340,Keep Lane / Straight
6557aa3d-a165-41c7-bbf0-342f8532cc59,115.567,1.343,Keep Lane / Straight
a4b00ece-38f6-47e7-aa80-fe7dcfd7c432,20.135,0.018,Keep Lane / Straight
79d88b0e-6c2d-4981-8a7b-3bb090224de9,67.578,7.097,Turn Left / Lane Change Left
94131f12-371d-43c0-8381-fd7497321cd4,123.576,-17.867,Turn Right / Lane Change Right
26ec7e5a-eabc-4a59-85a0-d83ec4cb0bb1,77.744,-0.835,Keep Lane / Straight
afc07f45-030d-41bf-8a93-83a75c84698d,24.196,0.244,Keep Lane / Straight
b90fbbc2-daa8-4fdb-86e6-f3cca061801b,0.156,-0.000,Keep Lane / Straight
1944d74a-600d-4766-a559-032df64a9e56,16.747,0.059,Keep Lane / Straight
9cc82ecd-aa9c-4736-985a-de1cdf4de3cd,82.196,-1.858,Keep Lane / Straight
693bd203-3218-44b9-a163-301eebb7c027,178.796,-1.887,Keep Lane / Straight
a710e06d-b3ca-42f0-b6e1-45c397f6c90b,87.207,-8.352,Turn Right / Lane Change Right
986a62cf-c52e-464e-9316-b96412f416f1,65.077,-13.515,Turn Right / Lane Change Right
76c8fbc4-e777-4ea0-a31c-9c218f6b114a,44.841,0.104,Keep Lane / Straight
e8f26a13-424a-40a8-ae65-f19370c6bf36,53.565,0.016,Keep Lane / Straight
32786cbf-8cf1-458d-b172-a12804966999,52.482,1.220,Keep Lane / Straight
44720706-473c-4d46-b642-d1c0b357b426,63.294,9.634,Turn Left / Lane Change Left
4e943fd5-6b86-4daa-a1e6-c2afaec43af5,59.387,-0.239,Keep Lane / Straight
6a9583cb-1857-40a2-9f80-7d523099dc32,109.799,3.114,Turn Left / Lane Change Left
eb497ca4-5e9d-471a-834c-054cdb1356aa,-7.814,8.077,Turn Left / Lane Change Left
d8a4c03b-76d0-40c8-bad0-45bc72457897,48.838,-0.190,Keep Lane / Straight
80442df3-e466-4248-b32d-1431ac15664b,0.000,0.000,Keep Lane / Straight
9e6e4011-7c49-43a3-9249-89f27fce7979,29.080,0.298,Keep Lane / Straight
62630fd9-40c7-42d5-b3e0-88607171fdaf,137.594,-2.364,Keep Lane / Straight
7ff95769-f84b-4d21-8a09-822b18186920,33.857,-14.156,Turn Right / Lane Change Right
88ddf5f8-0f4a-4f0d-b9de-dcaad94df550,96.960,2.066,Keep Lane / Straight
19a1b27e-4030-4246-900f-ee6e66145337,88.761,1.909,Keep Lane / Straight
68c82652-7b32-4dbc-8feb-89f062a6e510,90.639,-0.875,Keep Lane / Straight
b997466a-5219-458a-b454-3b1f14f80a57,18.735,-0.147,Keep Lane / Straight
f135867d-a58d-4147-bfb6-24b81b646141,0.002,-0.000,Keep Lane / Straight
4b9cc829-42bd-4b44-a7d4-c8c4f9554322,22.103,0.546,Keep Lane / Straight
24dc6355-8746-4ac0-b585-e49af887d2b8,70.549,-1.001,Keep Lane / Straight
ae4712a6-cd81-4431-aa90-2a3242ab1a93,91.423,-0.445,Keep Lane / Straight
9a1a0386-ce80-4ab4-9cb8-e041d9c5764c,42.631,-59.427,Turn Right / Lane Change Right
042dd622-75d9-49d7-b2af-a305573f1fe4,47.526,-4.711,Turn Right / Lane Change Right
b0270693-b500-41e0-92fd-06743593020f,50.067,6.577,Turn Left / Lane Change Left
1bac4baa-1d06-422f-9619-ca958f5485c8,69.193,0.331,Keep Lane / Straight
3bace732-bc86-49ae-a7dd-6cc173fd917d,43.789,-42.870,Turn Right / Lane Change Right
0e5584fb-298c-4236-8979-3f1623bac2a3,107.521,-0.017,Keep Lane / Straight
04dc80a2-4b54-4472-ab02-f79c48a319e7,59.642,-0.605,Keep Lane / Straight
b4d84ff5-ba1f-49f7-9665-5719ecbe3362,82.512,-3.255,Turn Right / Lane Change Right
efac6fcf-ce67-4d85-9389-c6ad6a8ecd89,71.089,0.159,Keep Lane / Straight
4d891e19-3037-480f-99e2-ea43e03d76f8,77.496,4.037,Turn Left / Lane Change Left
622c9a0f-2f0d-4553-a26f-55d759e6c2b7,14.788,27.725,Turn Left / Lane Change Left
1fc23feb-c724-4f27-9b55-1ad27b11af05,79.981,0.930,Keep Lane / Straight
bca52286-d207-4d37-bc79-61cebad94cb0,57.369,-0.364,Keep Lane / Straight
1b668dc3-897a-432b-97cb-d6e50174593a,41.901,0.632,Keep Lane / Straight
6fd3747d-e98f-4097-9389-4d4a4866f169,0.000,0.000,Keep Lane / Straight
22d0a0d7-92c6-48dd-9a6b-e69660f5bdcc,22.354,-44.436,Turn Right / Lane Change Right
911e5fe8-a8ee-4e51-8454-b8ec8c5e88af,36.183,-0.601,Keep Lane / Straight
6329e488-1d05-4b5c-b44f-2794ca732c4f,31.493,-10.009,Turn Right / Lane Change Right
b3aad0ca-b279-49a6-b254-fd00e4ca203c,66.685,0.018,Keep Lane / Straight
01b650ad-0d41-41c2-92c2-5f0f42a6ab7f,12.808,3.931,Turn Left / Lane Change Left
0b7a071e-0937-44d3-a3f1-bb58918555c3,0.000,0.000,Keep Lane / Straight
3423e1b1-ff45-48fd-8dee-2ee84fcc3136,44.333,32.149,Turn Left / Lane Change Left
bd3a50f8-19ab-414f-a81a-41e807ed8e6a,87.230,-0.133,Keep Lane / Straight
13e181bf-7f7e-4565-b4f1-e5736ce3a2c5,31.209,0.117,Keep Lane / Straight
07988dbe-41c5-45d6-8c50-f2c58ff2024a,60.921,1.055,Keep Lane / Straight
b075c2de-5019-44c9-880a-88b1a17d0d0d,5.068,0.009,Keep Lane / Straight
048c84f5-e4cb-453a-bdb5-88cd9e1bde03,174.426,-6.256,Turn Right / Lane Change Right
03cded41-c09c-41d0-b9c0-1017858e51bf,74.119,-0.694,Keep Lane / Straight
348d9e94-a4c0-4ef5-9fa0-863161e00541,97.378,31.570,Turn Left / Lane Change Left
60c7527a-3db4-49ce-9b14-13da907f2392,35.420,-33.464,Turn Right / Lane Change Right
f9f85081-350f-47db-b358-bd9b94e8f866,47.989,-51.523,Turn Right / Lane Change Right
004f1e73-120a-4fe0-bf7d-9e1cd2cfcc43,87.769,-0.295,Keep Lane / Straight
f7d0171c-acf5-4b0f-90dc-a72733a1d3e0,16.377,-27.819,Turn Right / Lane Change Right
1f00270f-bf87-45e4-9b41-5938df6cc9ae,157.419,20.078,Turn Left / Lane Change Left
efe60d4f-af10-4b28-8c96-10bf7f5766d7,1.524,-0.004,Keep Lane / Straight
580342b2-1de4-4138-a384-b1a1a9080ce3,0.176,0.000,Keep Lane / Straight
41f05e4f-19b9-4ac4-9872-76541c713a2d,35.997,-4.625,Turn Right / Lane Change Right
14129d98-e44b-41b5-8623-5676dd14b011,138.260,-1.223,Keep Lane / Straight
6ec0841a-023b-4bf1-a2a8-de1d01dd43e0,24.781,13.970,Turn Left / Lane Change Left
212f0b7f-f061-4701-82db-18af305c1a00,60.081,46.951,Turn Left / Lane Change Left
23b72df4-f9e3-4cad-ac48-b19b8077a154,72.902,-5.441,Turn Right / Lane Change Right
5c3424f1-ec06-4fd0-b3d7-196265eeba2f,22.881,39.535,Turn Left / Lane Change Left
1ccc80fa-3b2e-4880-820f-d5e572cd6699,43.467,24.859,Turn Left / Lane Change Left
5bb22bb1-c911-4e58-85d2-cb562119fa21,161.056,-6.106,Turn Right / Lane Change Right
7120d799-d93c-4fb3-a47a-20f6cd083de2,110.484,-0.837,Keep Lane / Straight
45c4d4af-fb70-4ca7-b408-652277f77827,13.978,-10.131,Turn Right / Lane Change Right
c2a92cdf-e81e-4c07-8186-ffb3298eeddf,113.850,-7.563,Turn Right / Lane Change Right
b2fb6af8-4bd6-4214-8424-8a78e9668160,74.123,-0.265,Keep Lane / Straight
0dbc6686-be61-4042-b0a0-1c7d7752faf0,29.371,0.106,Keep Lane / Straight
f48177fa-ab16-4840-9d21-6201488c46ac,39.207,13.484,Turn Left / Lane Change Left
170c781f-7b36-4455-a779-3ddb83164f8f,134.064,-0.531,Keep Lane / Straight
191f58fb-fa67-4199-ab93-87375e06cd60,50.939,1.041,Keep Lane / Straight
0cfecd5a-780c-4532-bbfe-4553864075b2,-0.001,-0.000,Keep Lane / Straight
5ed1e352-859a-4e77-983b-0a4db925e605,43.883,-1.119,Keep Lane / Straight
3e039f16-362a-47a1-996f-341a5ddd819d,172.654,8.382,Turn Left / Lane Change Left
ccce3358-320c-494c-adf7-ab313d6edf15,19.569,0.052,Keep Lane / Straight
1648d842-010e-49e5-a6ed-17b095cf20ef,37.500,-2.600,Turn Right / Lane Change Right
2642565a-3174-4b5d-9f2e-6884ec4d830c,14.741,5.315,Turn Left / Lane Change Left
6e28b9a4-94e7-46c5-bfd3-94ad5b035b44,59.980,-1.182,Keep Lane / Straight
4398ac78-7ba1-473e-9f18-58978b8ac648,115.856,-3.568,Turn Right / Lane Change Right
3c137614-58c8-4593-8005-d645fd521bee,25.171,26.004,Turn Left / Lane Change Left
5e975148-a24f-40d2-987e-8710f1b8d52f,15.959,47.773,Turn Left / Lane Change Left
d6f721ab-6421-4bed-b491-bf49ecde0793,8.386,-15.583,Turn Right / Lane Change Right
c1ec022b-126f-454c-ad03-cc5aff7e0861,103.527,0.410,Keep Lane / Straight
18101a77-6c97-49cf-9644-3656e86648e2,60.382,0.912,Keep Lane / Straight
56421486-000d-4c28-b0e6-626e9088e5ee,119.248,-0.006,Keep Lane / Straight
6f67eca3-587d-43b2-956e-b4076e9ea5ec,37.433,0.038,Keep Lane / Straight
7dd29ea4-49c2-4d7c-bda4-5e4903af93b9,79.548,-37.908,Turn Right / Lane Change Right
3cc8668f-f1e5-4d2d-a256-fd22202776c0,75.498,0.045,Keep Lane / Straight
b647b597-c0c0-4c01-bd61-a2b6c9fe0fbe,36.346,0.661,Keep Lane / Straight
0048d1f7-4f1c-40fe-805d-f0258a39e6e2,41.470,-4.702,Turn Right / Lane Change Right
75656166-2555-44ce-91f7-a3426a31f288,59.833,17.443,Turn Left / Lane Change Left
5aeb7325-eb18-4a4b-934d-c29bd9a3950e,22.465,20.043,Turn Left / Lane Change Left
98c81094-0d96-431e-aa84-c7cdeb27fa25,115.070,2.596,Turn Left / Lane Change Left
bb2f5a54-ef74-412e-81e8-191afb40e911,51.740,0.062,Keep Lane / Straight
cae81cd9-0b5d-4672-bffd-4c5037378390,48.833,-0.271,Keep Lane / Straight
560966c4-4366-42c6-aed3-419dd9be1da9,32.291,-3.133,Turn Right / Lane Change Right
08fc8cfc-7609-4b87-88e5-ce25e7484932,63.590,0.411,Keep Lane / Straight
f7859ade-94cc-46bf-a7bf-8205ff4fcaea,77.364,-18.642,Turn Right / Lane Change Right
3279098f-074e-4812-b02a-b166dcdb2139,0.000,0.000,Keep Lane / Straight
ca9e2a0f-dd7a-469e-8ad0-75f8f52b578c,43.913,0.689,Keep Lane / Straight
0049e298-c517-402a-ae5b-fc97a398a154,16.026,-0.014,Keep Lane / Straight
b7c967bd-4169-4f19-94e8-2a086173be32,0.056,-0.000,Keep Lane / Straight
a0b0e1c7-7241-49ef-9175-5625a1d03cde,119.961,31.480,Turn Left / Lane Change Left
c13e2c8e-68a5-4b62-83ef-656f05094649,54.721,1.983,Keep Lane / Straight
18b48432-c9a6-4ef0-a990-5a63392a80aa,22.230,-0.494,Keep Lane / Straight
cdca3637-e421-4e4a-b8e7-6f40d37d9aca,99.032,-8.936,Turn Right / Lane Change Right
21f73ee4-6718-4c75-bffc-58873a2b30ed,13.360,-1.572,Keep Lane / Straight
c85bbfc8-e0a3-406c-85b3-1122fd4b76ad,34.222,0.048,Keep Lane / Straight
0dca7ec0-766c-4d52-8e54-d8bab8924538,102.736,1.874,Keep Lane / Straight
ac813da7-0f8a-4e4b-9462-7de36f19c695,19.422,0.391,Keep Lane / Straight
2885e97f-ef35-4453-87b6-5d695ee890e0,14.412,0.086,Keep Lane / Straight
bd265313-bc55-473f-af88-38a0e078423c,59.657,12.197,Turn Left / Lane Change Left
bd01a138-a8d4-4e8f-9717-084da147f819,57.964,0.059,Keep Lane / Straight
9030e33f-b823-4eee-a488-862b33c1403d,63.932,0.005,Keep Lane / Straight
a3c2be2e-2f88-4751-9b9b-ae345f23f76b,65.454,0.347,Keep Lane / Straight
3c7b1d79-1fb3-4782-b800-b5f599de4408,26.687,-53.741,Turn Right / Lane Change Right
c884726b-bc9d-42c8-89ab-fa76c8effc4e,72.812,0.647,Keep Lane / Straight
bfe053c4-4ee6-4ccc-8032-39fabb7a905a,71.921,-0.463,Keep Lane / Straight
89bab3ee-86fb-4d7a-bd9a-167740af1fd2,56.536,0.499,Keep Lane / Straight
ef3017f7-089b-40c8-9489-7ec9a480c08c,92.216,-1.378,Keep Lane / Straight
8a6c6c15-e64c-4002-85d4-bdbe8e90d832,38.704,-37.599,Turn Right / Lane Change Right
23f62285-124b-4d22-8e99-b16041216498,116.127,-0.121,Keep Lane / Straight
db94227b-0fa8-4621-bdb2-eae4ddce7e74,14.903,42.409,Turn Left / Lane Change Left
8a5fcb21-17c7-4fc8-a44c-58398361eca7,93.646,0.641,Keep Lane / Straight
caa27d45-8ea7-4e53-aad9-d2c7bfe0b882,71.995,-21.736,Turn Right / Lane Change Right
b0fa13d6-b48a-4bde-9f06-32c6546af7bc,166.838,-4.756,Turn Right / Lane Change Right
8caaedb8-30ae-4ce5-a522-bbd4bb92ba4e,168.798,-2.907,Turn Right / Lane Change Right
999fa6c1-ce97-47ec-ad1c-f1ccaad0eca9,57.120,-1.184,Keep Lane / Straight
3c820363-2fd9-4cda-b39c-490ca177ec9d,34.942,45.942,Turn Left / Lane Change Left
26197478-63f8-4ced-abb4-2bf0da131233,29.151,33.669,Turn Left / Lane Change Left
5ac88db5-3329-4fbf-b454-26c1e1e114ef,74.409,0.917,Keep Lane / Straight
92422340-78aa-4833-9b84-62f73f954cd7,0.445,18.249,Turn Left / Lane Change Left
6094cb6e-f494-4149-a822-8f5ca50595bf,0.103,0.000,Keep Lane / Straight
0cf8e0af-40a7-4853-bc4e-bfc156acae39,28.743,23.504,Turn Left / Lane Change Left
80f2dc8f-f4f0-43d3-93b4-98f3586bf435,41.309,-2.914,Turn Right / Lane Change Right
b6496a3a-b295-4a8b-8436-08152fffd810,43.931,-39.436,Turn Right / Lane Change Right
f69d426d-033d-4982-88c2-db31dd2a3013,58.476,0.386,Keep Lane / Straight
2e723425-7bfa-438a-9578-d8bef42d931b,33.479,-0.240,Keep Lane / Straight
0ac1b3f5-ed6c-49de-b2a1-9a7f374c3ae4,35.532,40.268,Turn Left / Lane Change Left
a5ee3257-0c4e-4674-af19-6c14aeff5d47,30.419,-44.298,Turn Right / Lane Change Right
9faad5d4-43f1-4e48-abc9-0890f6de36eb,60.733,28.216,Turn Left / Lane Change Left
b0bb0452-2ec5-4b64-a476-c43edb6bb0ef,47.650,1.775,Keep Lane / Straight
459a7108-0ece-41bb-8bb0-afcde0ec02a2,81.961,-7.095,Turn Right / Lane Change Right
b23dec50-6a44-49b6-94ab-147ba4f4b041,72.529,-1.980,Keep Lane / Straight
4ca58e0d-7b6e-4cc4-b97e-10f60737ddf2,96.753,15.528,Turn Left / Lane Change Left
a445b9f0-0859-4732-a634-48d87d1a603d,10.041,0.264,Keep Lane / Straight
53812179-4e06-4eb2-ab0f-503eda61f5ed,12.034,0.258,Keep Lane / Straight
07057541-0e26-4afa-a682-d6dcddc83fc4,136.420,-2.780,Turn Right / Lane Change Right
68ec117e-eb0f-48eb-a755-f313b81ab5ca,113.974,-8.463,Turn Right / Lane Change Right
e398dee2-6cb1-483a-a38d-463869746515,54.414,-0.328,Keep Lane / Straight
9a2a597e-cc10-4d79-b807-3765e5bd79cd,8.247,-0.014,Keep Lane / Straight
bcabd695-ce4e-4e9c-b02b-9a0d5e4ac2ab,67.878,2.043,Keep Lane / Straight
ee530903-d5ec-4ba4-8ac0-acba59d51552,38.055,-32.829,Turn Right / Lane Change Right
749787d6-a9c0-427a-be70-72c5d1d7b5fe,68.476,-11.604,Turn Right / Lane Change Right
6e998453-c3c0-4118-a32a-63422e70780c,59.043,-0.631,Keep Lane / Straight
12889a28-9383-4b38-9827-581f4c1d97a7,83.093,-0.593,Keep Lane / Straight
8a0dc63e-e3ce-46ee-9167-3fffef2a20e5,0.615,0.000,Keep Lane / Straight
f1889c65-e84e-4a9b-af9c-92116c5a756b,15.011,-15.616,Turn Right / Lane Change Right
0de8cfae-8baf-4d0c-8c6e-0b450a1dac16,55.858,2.952,Turn Left / Lane Change Left
d086e256-5ee1-4453-a872-5a96c7497eba,97.132,0.228,Keep Lane / Straight
e3ed8364-3705-44fd-804a-c92c034bacd1,17.345,5.463,Turn Left / Lane Change Left
7ed37bcc-8287-4ebf-9a7f-9fa90e3c790e,0.245,-0.000,Keep Lane / Straight
1dd0e33a-19d7-44dc-aae5-44fa6f345ce2,17.204,26.278,Turn Left / Lane Change Left
0fe8dc9d-19ee-4c05-bbc0-0b1571e06936,50.840,1.989,Keep Lane / Straight
09e9700f-e586-4628-a1d7-5213d027e84d,65.143,-35.266,Turn Right / Lane Change Right
e238b307-fa2c-4298-aacb-aa093999007a,46.236,2.574,Turn Left / Lane Change Left
06ea3852-b3af-41a6-a64d-b258b627e6e0,20.647,-0.486,Keep Lane / Straight
12f83d9d-fb49-4e7a-91c4-6b4b12a7c9be,16.290,-29.604,Turn Right / Lane Change Right
0e980d48-3fea-47a9-94c8-46a0379813dd,40.970,-5.714,Turn Right / Lane Change Right
7b68ce20-b006-48cc-9bbd-20da8840c647,57.658,2.290,Keep Lane / Straight
6edc8873-b432-45a2-83ab-767172048e97,40.294,1.358,Keep Lane / Straight
dca1c44f-b213-415e-b867-7b5c423e8879,78.815,-10.370,Turn Right / Lane Change Right
ec880386-b123-46bc-97c3-b182bd227dfc,23.583,-0.163,Keep Lane / Straight
7d3f4c43-8b38-4c33-b8ab-9ad10cc0e4b0,4.633,16.382,Turn Left / Lane Change Left
deacf4e1-57d7-4da5-8bd9-fba28721a175,62.504,-5.831,Turn Right / Lane Change Right
75ae0027-f9bf-446d-abdf-331588dd6801,20.865,0.978,Keep Lane / Straight
1e8ad61f-f997-4fed-bef2-f211471ca418,24.766,-0.175,Keep Lane / Straight
dd18406b-59c2-4a8b-b1ea-2b216c144d22,26.455,-1.356,Keep Lane / Straight
7999481a-c297-44dc-8721-b2354e42e76f,31.953,26.807,Turn Left / Lane Change Left
87a4a6aa-f987-4015-b1d9-7cf33771cb88,70.639,28.882,Turn Left / Lane Change Left
c77dbebd-066a-48f8-bdf0-eb69a4d1b589,31.498,11.720,Turn Left / Lane Change Left
4c0e3c7c-375d-44d2-bc9f-6e1297383df3,59.237,-0.997,Keep Lane / Straight
826b6a96-c7df-4f12-83c5-3b0cac2b03fb,25.178,0.111,Keep Lane / Straight
2392bff8-8342-4b6b-ac12-18f2faddd926,26.301,0.209,Keep Lane / Straight
cae26998-88b1-4796-b09b-bf80fd2d8b05,102.129,-1.970,Keep Lane / Straight
da823d3d-4bae-496d-aeba-33bfef5fbb6d,97.363,-6.214,Turn Right / Lane Change Right
7e92b2d4-a401-417b-8ca4-a4e803b67fdb,48.095,0.118,Keep Lane / Straight
31fa3236-4571-40d7-b66b-01268171f01a,40.293,0.596,Keep Lane / Straight
061c54ce-68f8-49ce-8999-93e79496c555,86.806,0.028,Keep Lane / Straight
3bc7f29a-3609-4a59-a592-abdc720fa257,60.205,2.055,Keep Lane / Straight
049c46fc-4ec5-468b-810a-341cdff885e3,22.517,1.111,Keep Lane / Straight
31b6e8da-e182-426c-b848-9fd42dda0517,67.365,-3.840,Turn Right / Lane Change Right
5374715b-ae03-4365-a651-800db8dea808,55.364,2.581,Turn Left / Lane Change Left
55ff7a79-9247-4b9a-8ac3-31edfa438a69,14.162,-6.493,Turn Right / Lane Change Right
e14a09a0-8ab2-4991-9a42-cea0944c5ba1,53.834,-0.077,Keep Lane / Straight
631395b1-1e37-47b9-9793-8b0ca33ebfff,2.848,-0.004,Keep Lane / Straight
193fdd14-efb9-46d4-a578-1b61e842216c,130.290,-5.562,Turn Right / Lane Change Right
39f477a5-bf5d-4e97-912a-21a3f7501d19,7.387,-0.013,Keep Lane / Straight
2ee7f01b-8751-4b9f-b43a-9a3c09330bbe,77.433,-0.081,Keep Lane / Straight
392a07ba-f5d9-421e-a508-d9bbd92ae740,77.808,0.764,Keep Lane / Straight
26cb782f-1d76-4b4a-8b42-81ff81b02f38,181.499,-0.276,Keep Lane / Straight
d76ee634-a600-4b3f-a015-ef4a815dfc38,16.459,0.404,Keep Lane / Straight
8f7ac9f9-bd1d-4fc9-981a-1945919c6ecb,79.120,-0.770,Keep Lane / Straight
94dda003-4487-481b-be36-d9f3ce603c7d,63.814,-18.445,Turn Right / Lane Change Right
341eb44e-e395-46e3-b0ff-4dce44e7c77b,62.788,0.352,Keep Lane / Straight
48866586-9b25-4b07-9d2b-ac88a28e628a,20.447,55.780,Turn Left / Lane Change Left
8a4e4966-2556-4efd-b35e-84d3d6dcabbe,49.516,-2.081,Keep Lane / Straight
516ea383-c2c7-4bef-a170-2162b70efe81,35.484,2.405,Keep Lane / Straight
70fa9956-a462-4ca0-ae39-aba5d298c5c3,3.199,-0.003,Keep Lane / Straight
065e054f-ff7f-45cb-8eb2-8d42abff1095,75.965,-6.761,Turn Right / Lane Change Right
30539dd6-4bfc-4e0b-a238-ba00e00b9374,87.462,2.106,Keep Lane / Straight
ffe28b06-1041-436e-ad8f-3cfe6dee2537,67.325,-0.425,Keep Lane / Straight
bcb6e440-939d-472b-be9d-c8733d9398e7,212.863,10.542,Turn Left / Lane Change Left
9a4a6923-d4f8-4f11-b18f-127a0f6a9f45,27.004,-0.611,Keep Lane / Straight
27a58a4d-f07b-4fd7-bc92-4838cb56a75c,87.885,-0.472,Keep Lane / Straight
55244160-f2d3-4bba-b4e2-c6d554b9777d,43.559,0.240,Keep Lane / Straight
b1b9f919-b5d1-4726-a9d8-a8fce86eda75,3.316,0.010,Keep Lane / Straight
3555c64a-44d1-4065-9533-c921160d21fd,66.981,-0.344,Keep Lane / Straight
4168eff0-93fb-4ff0-9262-19e58ad96985,40.864,35.476,Turn Left / Lane Change Left
526761df-4f14-4c16-942b-629d8f5aa25b,19.183,2.795,Turn Left / Lane Change Left
ae59f60c-0ed7-4372-83ab-4742aecc6260,28.459,-44.497,Turn Right / Lane Change Right
8a733e0a-61d0-40d4-a37d-c2e022e3b878,139.751,-2.487,Keep Lane / Straight
ecdad2e1-1a35-403f-85e9-6e755eead68e,71.125,-3.986,Turn Right / Lane Change Right
1bd21978-5888-4e5a-9702-cc25b362cbdd,63.793,-51.636,Turn Right / Lane Change Right
51b5c4fb-980d-4329-b07f-98982df3a0e8,111.100,-1.345,Keep Lane / Straight
d69add23-cb5c-406a-9ca0-269600247dbd,111.598,1.556,Keep Lane / Straight
47cee085-886a-4356-97a3-4eb263c6c56e,22.493,-0.054,Keep Lane / Straight
ba87cf7a-49df-45cc-bd5e-56374ff7ee40,39.188,-52.437,Turn Right / Lane Change Right
2544047c-d181-45cb-b0e0-66a29bc5bbac,33.966,0.363,Keep Lane / Straight
53a029bf-1c31-4da5-bb14-05e6fb8d5803,119.206,0.941,Keep Lane / Straight
93f392ab-2040-47c6-a835-94d39f88b97a,49.906,-0.184,Keep Lane / Straight
8d7b8eae-3fa3-49b8-a229-760591d8eecc,30.423,30.658,Turn Left / Lane Change Left
2a967876-d81d-4a68-b4a1-8edae71ac3eb,118.407,15.734,Turn Left / Lane Change Left
2dab08c3-0a54-475f-b434-6244252b804a,78.483,-0.709,Keep Lane / Straight
abc62e70-b2a0-4c9e-b7f1-c0ebdf4a6d90,131.568,7.877,Turn Left / Lane Change Left
e41668d2-bd11-4c63-a0b1-84c8fd394a3d,85.520,6.568,Turn Left / Lane Change Left
8831d0cf-7328-4f09-b68b-93be56bd637a,30.381,-23.146,Turn Right / Lane Change Right
6cb3a533-6b61-4abc-8c96-30a04ea0b394,140.655,15.046,Turn Left / Lane Change Left
7d5f4d30-3e2a-4784-a6a4-dbdcf4dab776,119.390,7.837,Turn Left / Lane Change Left
0bef90c0-115e-408d-ae1c-dc2d8dd7e291,11.566,2.944,Turn Left / Lane Change Left
7c6bbf86-995f-4cd4-9605-83ca3b4c1e87,21.826,-0.056,Keep Lane / Straight
0a5b0f5d-bd9b-4957-9bb4-eb08297e3a87,117.250,18.226,Turn Left / Lane Change Left
194c572d-580a-4143-b793-d9eb30fc25c4,135.074,21.820,Turn Left / Lane Change Left
81d51df6-f179-41bc-ac84-9db9d367f6a5,107.600,4.124,Turn Left / Lane Change Left
a6320812-0192-4529-9164-0b0160bc5410,45.630,-2.352,Keep Lane / Straight
2aa33d3b-d9ea-4ccd-9ca6-a1ed01472d1b,145.047,0.640,Keep Lane / Straight
7b23ab7e-e6a9-4ed7-89ce-b2b0ca91495f,5.320,0.004,Keep Lane / Straight
c832e630-b495-46cf-af19-24e6bf8a24bd,46.205,-0.207,Keep Lane / Straight
b76f918e-555c-40a4-abf4-b0786f2f77bd,1.618,-0.001,Keep Lane / Straight
8c2c2282-1382-4652-a9aa-e4f933e1b522,49.426,-1.813,Keep Lane / Straight
7eb4c075-d3ba-4f87-903a-54767d6df423,111.937,3.826,Turn Left / Lane Change Left
4e598443-5b03-4c8d-b385-debcd6860a0b,15.370,0.632,Keep Lane / Straight
04079ff4-24e5-434c-b5e9-e8649db2ae85,89.162,23.295,Turn Left / Lane Change Left
5f6e24d1-e445-4ad9-bcfa-37d0a6327fc5,23.855,45.433,Turn Left / Lane Change Left
73cdb83a-82ba-4637-8a4a-fc434acf7493,39.111,-21.783,Turn Right / Lane Change Right
7d2f0770-2eec-45fc-9434-3ad7f5444b3d,12.362,0.030,Keep Lane / Straight
82ac46d8-9988-4a42-afa7-76adf315b04c,48.841,0.374,Keep Lane / Straight
